location,size,total_sqft,bath,price,bhk
Koramangala,2 BHK,1320.0,2.0,165.0,2
Kodigehalli,2 BHK,1270.0,2.0,98.0,2
Patelappa Layout,2 BHK,1200.0,2.0,62.0,2
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,4
NS Palya,2 BHK,1200.0,2.0,74.0,2
Subramanyapura,2 BHK,929.0,2.0,50.17,2
RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,4
Basavangudi,4 Bedroom,1125.0,4.0,180.0,4
Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,5
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4
Bank Avenue,4 Bedroom,2000.0,4.0,99.0,4
Chikkalasandra,2 BHK,1208.0,2.0,49.0,2
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2
Surabhi Layout,3 BHK,1753.0,3.0,120.0,3
Old Madras Road,5 BHK,4500.0,7.0,337.0,5
Banjara Layout,3 Bedroom,600.0,3.0,58.0,3
Hoodi,2 BHK,1196.0,2.0,94.42,2
5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2
Electronic City,2 BHK,1128.0,2.0,63.0,2
Omkar Nagar,2 BHK,1000.0,2.0,53.0,2
Yelahanka,2 BHK,1035.0,2.0,45.0,2
Kereguddadahalli,2 BHK,950.0,2.0,32.0,2
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3
Whitefield,2 BHK,1040.0,2.0,48.5,2
Maragondanahalli,2 Bedroom,720.0,2.0,45.0,2
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3
Silk Board,3 BHK,1300.0,3.0,58.0,3
Hoodi,3 BHK,1545.0,3.0,68.75,3
Shampura,1 BHK,375.0,2.0,26.0,1
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2
Kada Agrahara,2 BHK,1115.0,2.0,40.0,2
JP Nagar,2 BHK,1000.0,2.0,35.0,2
Kambipura,2 BHK,883.0,2.0,45.0,2
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2
BHEL Layout,4 Bedroom,1200.0,3.0,165.0,4
Medahalli,1 Bedroom,700.0,1.0,41.0,1
Vittasandra,2 BHK,1246.0,2.0,67.0,2
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4
Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4
Kashi Nagar,4 BHK,1600.0,4.0,80.0,4
Haralur Road,4 BHK,2805.0,5.0,154.0,4
Begur Road,3 BHK,1584.0,3.0,65.0,3
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4
Hosur Road,3 BHK,1175.0,2.0,48.0,3
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,3
VHBCS Layout,2 BHK,1353.0,2.0,110.0,2
Electronic City,3 BHK,1599.0,3.0,125.0,3
Whitefield,2 BHK,1150.0,2.0,70.0,2
Jakkur,4 BHK,5230.0,6.0,465.0,4
KR Puram,2 BHK,1155.0,2.0,42.74,2
Ittamadu,1 BHK,1200.0,2.0,85.0,1
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2
Thanisandra,4 BHK,3000.0,4.0,120.0,4
Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3
Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2
Gattahalli,2 BHK,1028.0,2.0,45.5,2
Arekere,2 BHK,1222.0,2.0,45.0,2
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3
Hebbal,3 BHK,2400.0,4.0,245.0,3
Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,3
HSR Layout,2 BHK,1372.0,2.0,68.0,2
Magadi Road,3 BHK,1282.0,2.0,49.0,3
Mico Layout,9 BHK,5000.0,9.0,210.0,9
7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,5
Kanakpura Road,2 BHK,1135.0,2.0,39.73,2
Whitefield,3 BHK,1768.0,3.0,101.0,3
Byatarayanapura,3 BHK,1325.0,2.0,90.0,3
Electronic City,3 BHK,1599.0,3.0,99.0,3
Whitefield,3 Bedroom,1500.0,3.0,61.95,3
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,3
Uttarahalli,2 BHK,1286.0,2.0,63.0,2
Kammanahalli,5 BHK,2845.0,5.0,140.0,5
K G Colony,3 BHK,1600.0,2.0,50.0,3
Hennur Road,2 BHK,1317.5,2.0,63.77,2
Hebbal,3 BHK,3450.0,5.0,260.0,3
Munnekollal,2 BHK,1102.0,2.0,53.67,2
Yelahanka,2 BHK,1350.0,2.0,54.0,2
Banashankari,3 BHK,1200.0,2.0,42.0,3
Hosa Road,6 Bedroom,1300.0,6.0,145.0,6
Herohalli,2 Bedroom,1800.0,1.0,80.0,2
Chikkabanavar,2 BHK,950.0,2.0,40.0,2
Kanakpura Road,1 BHK,525.0,1.0,27.25,1
Attibele,2 BHK,656.0,2.0,25.0,2
Marathahalli,4 Bedroom,1780.0,4.0,175.0,4
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,2
Bannerghatta Road,1 BHK,595.0,1.0,33.32,1
Ittamadu,2 BHK,1080.0,2.0,50.0,2
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3
Bommasandra,2 BHK,1126.0,2.0,28.15,2
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3
HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4
Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3
Ashwini layout,2 BHK,1160.0,2.0,55.0,2
Whitefield,4 Bedroom,4144.0,4.0,315.0,4
Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3
Vittasandra,2 BHK,1404.0,2.0,69.3,2
Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4
Marathalli bridge,3 BHK,1544.0,3.0,120.0,3
Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3
Marathahalli,2 BHK,1230.0,2.0,80.0,2
T.C PALYA,2 Bedroom,1200.0,2.0,65.0,2
Harlur,3 BHK,1460.0,3.0,73.0,3
Gottigere,2 BHK,967.0,2.0,45.0,2
Byatarayanapura,1 Bedroom,540.0,1.0,36.0,1
Hormavu,1 BHK,715.0,1.0,46.0,1
Whitefield,3 BHK,2500.0,3.0,313.0,3
Dooravani Nagar,3 BHK,1578.0,3.0,180.0,3
Mysore Road,2 BHK,1020.0,2.0,48.95,2
Jigani,2 BHK,1020.0,2.0,40.0,2
Koramangala,2 BHK,1253.0,2.0,102.0,2
JCR Layout,2 BHK,1180.0,2.0,42.0,2
Nehru Nagar,2 BHK,961.0,2.0,38.0,2
Kanakapura,3 BHK,1419.0,3.0,75.0,3
Harlur,3 BHK,1709.0,3.0,150.0,3
Papareddipalya,2 Bedroom,1600.0,2.0,115.0,2
Venkatapura,1 BHK,416.0,1.0,18.5,1
Sanjay nagar,2 BHK,1100.0,2.0,98.0,2
HSR Layout,3 BHK,1430.0,2.0,65.0,3
Sneha Colony,2 BHK,1260.0,2.0,45.0,2
RMV Extension,3 BHK,1630.0,3.0,85.0,3
Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3
Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3
Konanakunte,3 BHK,2791.0,3.0,223.0,3
Hosapalya,1 BHK,600.0,1.0,90.0,1
Ashwini layout,1 BHK,834.0,1.0,60.0,1
Doddagubbi,3 Bedroom,1125.0,4.0,70.0,3
Arekere,3 BHK,2060.0,3.0,140.0,3
Malleshwaram,7 BHK,12000.0,7.0,2200.0,7
Gottigere,2 BHK,891.0,2.0,25.0,2
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2
Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3
Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,4
Brookefield,4 Bedroom,2440.0,5.0,425.0,4
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2
Thanisandra,2 BHK,1075.0,2.0,45.8,2
Kaggadasapura,2 BHK,1140.0,2.0,40.0,2
Margondanahalli,5 Bedroom,940.0,4.0,150.0,5
ITI Layout,6 Bedroom,2160.0,5.0,250.0,6
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2
R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4
Whitefield,4 BHK,4104.0,4.0,360.0,4
Whitefield,3 BHK,1790.0,3.0,100.0,3
Hebbal,3 BHK,1920.0,3.0,134.0,3
HRBR Layout,2 BHK,1374.0,2.0,95.0,2
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3
Kanakapura,1 BHK,711.0,1.0,36.0,1
Tumkur Road,3 BHK,1500.0,3.0,95.0,3
Whitefield,3 BHK,1720.0,3.0,100.0,3
Vasanthapura,3 BHK,1400.0,3.0,60.0,3
Kundalahalli,2 BHK,1030.0,2.0,49.0,2
Mysore Road,2 BHK,1200.0,2.0,85.0,2
Hosahalli,3 BHK,1375.0,3.0,70.0,3
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2
Jalahalli,3 BHK,2250.0,3.0,160.0,3
Bellandur,2 BHK,1000.0,2.0,50.0,2
Jalahalli West,1 BHK,469.0,1.0,25.0,1
Marathahalli,4 BHK,3800.0,4.0,250.0,4
Kambipura,2 BHK,883.0,2.0,29.0,2
GM Palaya,3 BHK,1820.0,2.0,86.0,3
Singasandra,3 BHK,1440.0,2.0,65.0,3
near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,6
Malleshwaram,4 BHK,2500.0,5.0,325.0,4
Mahadevpura,2 BHK,1225.0,2.0,48.0,2
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,3
Chikkalasandra,2 BHK,875.0,2.0,52.8,2
Jalahalli East,1 BHK,750.0,1.0,40.0,1
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2
Haralur Road,2 BHK,1194.0,2.0,47.0,2
Hennur Road,3 BHK,1500.0,2.0,62.0,3
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,2
Arekere,9 Bedroom,,9.0,265.0,9
Hosakerehalli,3 BHK,2378.0,3.0,262.0,3
Sarjapur,2 BHK,1128.0,2.0,60.0,2
Hebbal,3 BHK,1500.0,3.0,150.0,3
Huskur,3 BHK,1220.0,2.0,35.23,3
Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2
Kanakpura Road,3 BHK,1100.0,2.0,58.0,3
Bommasandra,3 BHK,1200.0,3.0,46.0,3
Haralur Road,4 BHK,3385.0,5.0,260.0,4
Nagondanahalli,3 BHK,1641.0,3.0,66.0,3
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2
Mahadevpura,3 BHK,1720.0,3.0,78.0,3
Yelahanka,2 BHK,1132.5,2.0,48.13,2
Yelahanka,2 BHK,1210.0,2.0,45.98,2
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3
Thanisandra,3 BHK,1702.0,3.0,130.0,3
Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2
Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,3
Herohalli,3 Bedroom,1200.0,2.0,70.0,3
Teachers Colony,3 BHK,1350.0,3.0,77.0,3
Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4
Srinivasa Nagar,3 BHK,1180.0,2.0,78.34,3
Yelahanka,3 BHK,35000.0,3.0,130.0,3
Langford Town,2 BHK,1355.0,2.0,115.0,2
Sulthangunta,1 Bedroom,600.0,1.0,50.0,1
Hormavu,7 Bedroom,1200.0,7.0,150.0,7
Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3
Byrathi Village,5 Bedroom,1200.0,5.0,100.0,5
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3
OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4
Marathahalli,2 BHK,1019.0,2.0,49.85,2
Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3
Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3
Brookefield,3 Bedroom,1200.0,3.0,140.0,3
Whitefield,2 BHK,1140.0,2.0,56.0,2
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3
Hoodi,4 BHK,2118.0,4.0,111.0,4
Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4
Varthur Road,2 BHK,1083.0,2.0,61.75,2
Anjappa Layout,2 Bedroom,600.0,2.0,55.0,2
Avalahalli,3 BHK,2300.0,3.0,120.0,3
Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2
Surabhi Layout,3 BHK,1750.0,3.0,120.0,3
Sadaramangala,2 BHK,1230.0,2.0,43.48,2
Anjanapura,3 Bedroom,1500.0,3.0,139.0,3
Abbigere,2 BHK,985.0,2.0,40.39,2
Tindlu,3 Bedroom,1500.0,2.0,87.0,3
Electronic City,2 BHK,1125.0,2.0,32.49,2
Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2
Kothanur,3 BHK,1580.0,3.0,76.0,3
B Narayanapura,3 Bedroom,1092.0,2.0,98.5,3
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3
Dommasandra,3 BHK,1033.0,2.0,25.53,3
Kammasandra,2 BHK,810.0,2.0,24.5,2
Green Garden Layout,2 BHK,1045.0,2.0,45.0,2
Hebbal,2 BHK,1337.0,2.0,82.0,2
Chandapura,2 BHK,1200.0,2.0,32.0,2
Koramangala,3 BHK,1580.0,3.0,160.0,3
Begur Road,3 BHK,1500.0,2.0,54.0,3
Whitefield,3 BHK,1640.0,4.0,91.0,3
Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3
Gubbalala,3 BHK,1470.0,2.0,82.0,3
Kengeri,2 BHK,1160.0,2.0,40.61,2
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2
Dairy Circle,3 BHK,1855.0,3.0,225.0,3
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3
Hulimavu,3 BHK,1823.0,3.0,100.0,3
Electronic City,2 BHK,1094.0,2.0,42.0,2
Budigere,2 BHK,1153.0,2.0,57.0,2
Hoysalanagar,3 BHK,1325.0,3.0,57.0,3
Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4
Jakkur,3 BHK,1590.0,2.0,125.0,3
Jeevan bima nagar,5 Bedroom,1210.0,4.0,160.0,5
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2
Haralur Road,2 BHK,1202.0,2.0,53.0,2
KSRTC Layout,2 BHK,1200.0,2.0,62.5,2
Panathur,3 BHK,1688.0,3.0,118.0,3
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2
Sarjapur,2 BHK,1185.0,2.0,47.0,2
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2
Hosakerehalli,4 BHK,3205.0,5.0,500.0,4
Banashankari,2 BHK,1077.0,2.0,37.64,2
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3
EPIP Zone,3 BHK,2330.0,3.0,162.0,3
Whitefield,2 BHK,805.0,2.0,35.0,2
P&T Colony,1 BHK,425.0,1.0,20.03,1
Whitefield,2 BHK,1155.0,2.0,59.95,2
Cunningham Road,4 BHK,5270.0,4.0,1250.0,4
Anekal,2 BHK,656.0,2.0,22.0,2
New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2
Mahadevpura,2 BHK,1150.0,2.0,52.0,2
Chelekare,1 Bedroom,600.0,1.0,60.0,1
Ambedkar Colony,2 BHK,1468.0,2.0,140.0,2
Palanahalli,4 Bedroom,4300.0,5.0,550.0,4
Whitefield,3 BHK,2280.0,4.0,126.0,3
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2
Jakkur,2 BHK,1279.0,2.0,77.0,2
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4
Thanisandra,2 BHK,1185.0,2.0,43.51,2
Vadarpalya,3 BHK,1750.0,3.0,85.0,3
Kudlu,2 BHK,1152.0,2.0,53.5,2
Shivanagar,5 Bedroom,1000.0,4.0,160.0,5
Hulimavu,2 BHK,1300.0,2.0,36.0,2
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4
5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2
Uttarahalli,2 BHK,1101.0,2.0,45.0,2
V.V Puram,2 BHK,775.0,2.0,55.0,2
Yeshwanthpur,1 BHK,667.0,1.0,36.85,1
Electronic City,2 BHK,1070.0,2.0,55.0,2
Old Airport Road,3 BHK,1875.0,2.0,110.0,3
Kundalahalli,2 BHK,735.0,2.0,57.99,2
Sarjapur,5 Bedroom,4360.0,4.0,90.0,5
Koramangala,3 BHK,1750.0,3.0,130.0,3
Marathahalli,2 BHK,1215.0,2.0,67.0,2
Sector 3 HSR Layout,9 Bedroom,600.0,9.0,190.0,9
Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2
Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2
Battarahalli,3 BHK,1779.0,3.0,89.61,3
HMT Layout,2 BHK,1105.0,2.0,58.0,2
Basavanagara,1 BHK,,2.0,93.0,1
Whitefield,3 BHK,1650.0,3.0,60.0,3
Jalahalli,2 BHK,1694.0,2.0,150.0,2
Hosakerehalli,3 BHK,2376.0,3.0,203.0,3
Cox Town,3 BHK,1975.0,3.0,150.0,3
Kammasandra,2 BHK,674.0,2.0,33.0,2
Kaggadasapura,2 BHK,1185.0,2.0,41.0,2
 Thanisandra,1 RK,445.0,1.0,28.0,1
Mylasandra,6 Bedroom,900.0,7.0,76.0,6
HSR Layout,3 BHK,1475.0,3.0,75.0,3
Gottigere,3 BHK,1618.0,3.0,82.5,3
Koramangala,2 BHK,1120.0,2.0,65.0,2
Marathahalli,4 BHK,2181.0,3.0,152.0,4
Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4
Nagondanahalli,6 Bedroom,600.0,4.0,65.0,6
Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3
Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2
Thanisandra,2 BHK,1296.0,2.0,83.0,2
Kaggadasapura,2 BHK,1275.0,2.0,52.0,2
Kalasipalya,7 Bedroom,1875.0,2.0,300.0,7
Kathriguppe,3 BHK,1400.0,2.0,77.0,3
Gottigere,2 BHK,1222.0,2.0,63.0,2
Electronic City,2 BHK,940.0,2.0,41.0,2
Thanisandra,2 BHK,1185.0,2.0,42.6,2
Tumkur Road,3 BHK,1779.0,3.0,112.0,3
Begur Road,3 BHK,1615.0,3.0,59.76,3
Haralur Road,2 BHK,1056.0,2.0,61.0,2
7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2
Arekere,2 BHK,920.0,2.0,40.0,2
ITI Layout,3 BHK,1602.0,2.0,75.0,3
Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2
HBR Layout,4 Bedroom,675.0,3.0,59.0,4
Richmond Town,3 BHK,1352.0,3.0,135.0,3
Kasavanhalli,3 BHK,1717.0,3.0,99.0,3
4 Bedroom Farm House in Bagalur,4 Bedroom,10961.0,4.0,80.0,4
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4
Vittasandra,2 BHK,1246.0,2.0,67.3,2
Anandapura,2 BHK,1141.0,2.0,42.79,2
Hennur Road,2 BHK,1157.0,2.0,84.0,2
Chandapura,2 BHK,1025.0,2.0,27.68,2
Yelahanka New Town,1 BHK,650.0,1.0,33.0,1
Hebbal,2 BHK,1349.0,2.0,98.0,2
Narayanapura,3 BHK,1566.0,3.0,83.3,3
Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4
Electronic City,3 BHK,1320.0,2.0,38.13,3
manyata park,3 BHK,1780.0,3.0,84.83,3
Varthur,2 BHK,1091.0,2.0,34.9,2
Rachenahalli,4 BHK,3670.0,4.0,300.0,4
7th Phase JP Nagar,2 BHK,918.0,2.0,50.49,2
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4
Panathur,3 BHK,1695.0,3.0,90.0,3
Yelahanka,3 BHK,1705.0,3.0,95.0,3
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3
Kanakpura Road,1 BHK,525.0,1.0,30.0,1
Whitefield,2 BHK,1447.0,2.0,83.0,2
Thanisandra,2 BHK,1114.0,2.0,39.0,2
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3
Belathur,2 BHK,460.0,1.0,15.0,2
Vasanthapura,2 BHK,1022.0,2.0,40.0,2
Hebbal,2 BHK,1000.0,2.0,45.0,2
Electronic City,2 BHK,1128.0,2.0,68.75,2
Kanakpura Road,2 BHK,1180.0,2.0,57.0,2
TC Palaya,6 Bedroom,1000.0,6.0,69.0,6
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2
Sadashiva Nagar,3 BHK,3761.0,3.0,660.0,3
Kanakpura Road,2 BHK,1339.0,2.0,75.0,2
Yelachenahalli,3 BHK,1400.0,2.0,55.0,3
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2
Kadugodi,2 BHK,1198.0,2.0,58.0,2
Shirdi Sai Layout,4 Bedroom,1200.0,3.0,95.0,4
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3
Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3
1st Block Jayanagar,3 BHK,1630.0,3.0,194.0,3
8th Phase JP Nagar,3 BHK,1240.0,3.0,43.5,3
Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2
Mallasandra,3 BHK,1665.0,3.0,86.58,3
Marathahalli,3 BHK,2489.0,3.0,94.0,3
Brookefield,2 BHK,1142.0,2.0,70.0,2
Kodbisanhalli,3 BHK,1976.0,3.0,184.0,3
Sathya Sai Layout,4 Bedroom,5500.0,4.0,600.0,4
Kothannur,3 BHK,1853.0,3.0,82.0,3
Vijayanagar,8 Bedroom,600.0,4.0,72.0,8
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2
Talaghattapura,2 BHK,1090.0,2.0,27.24,2
Raja Rajeshwari Nagar,6 Bedroom,1200.0,4.0,125.0,6
Indiranagar HAL 2nd Stage,4 Bedroom,2400.0,4.0,640.0,4
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2
Subramanyapura,2 BHK,1200.0,2.0,52.0,2
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2
Magadi Road,2 BHK,884.0,2.0,41.1,2
Vishwanatha Nagenahalli,5 Bedroom,900.0,3.0,80.0,5
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2
KR Puram,2 BHK,1225.0,2.0,46.55,2
Electronic City,2 BHK,1342.0,2.0,73.3,2
Uttarahalli,2 BHK,1345.0,2.0,67.0,2
Kodigehaali,3 BHK,1320.0,3.0,65.0,3
Singapura Village,2 BHK,,2.0,45.0,2
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2
Battarahalli,2 BHK,1300.0,2.0,50.0,2
Hosa Road,3 BHK,1652.0,3.0,85.0,3
Thigalarapalya,3 BHK,2072.0,4.0,142.0,3
Arekere,3 BHK,1740.0,2.0,95.0,3
Electronic City,3 BHK,1360.0,2.0,71.0,3
Hosur Road,3 BHK,1145.0,2.0,60.0,3
Uttarahalli,3 BHK,1540.0,2.0,40.0,3
Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3
Bendiganahalli,3 Bedroom,1200.0,3.0,95.0,3
Hosakerehalli Layout,7 Bedroom,2500.0,6.0,115.0,7
Chandapura,1 BHK,582.5,1.0,15.135,1
Chandapura,2 BHK,1015.0,2.0,25.88,2
Hosur Road,5 Bedroom,3300.0,5.0,240.0,5
Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5
Gunjur,3 BHK,1356.0,2.0,66.0,3
Hennagara,2 BHK,823.0,2.0,28.0,2
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3
Ramamurthy Nagar,2 BHK,1050.0,2.0,37.0,2
Ferrar Nagar,2 BHK,1180.0,2.0,69.0,2
Whitefield,2 BHK,1116.0,2.0,51.91,2
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2
Varthur,2 BHK,1385.0,2.0,80.0,2
Varthur,1 Bedroom,1000.0,1.0,70.0,1
Whitefield,3 BHK,1897.0,3.0,130.0,3
Magadi Road,2 BHK,1005.0,2.0,55.78,2
Green Glen Layout,3 BHK,1575.0,3.0,125.0,3
Subramanyapura,2 BHK,975.0,2.0,65.0,2
Hennur Road,3 BHK,1904.0,3.0,120.0,3
Kengeri Satellite Town,1 BHK,930.0,1.0,30.0,1
Kanakpura Road,1 BHK,525.0,1.0,26.0,1
BAGUR,1 BHK,686.0,1.0,17.0,1
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2
8th block Koramangala,2 Bedroom,1410.0,1.0,233.0,2
Sarjapur  Road,3 Bedroom,2238.0,3.0,140.0,3
Harlur,2 BHK,1174.0,2.0,69.0,2
Thubarahalli,4 Bedroom,3800.0,4.0,239.0,4
Whitefield,3 BHK,2225.0,2.0,125.0,3
M.G Road,2 BHK,1250.0,2.0,200.0,2
Jigani,2 BHK,918.0,2.0,52.0,2
Mahadevpura,2 BHK,1250.0,2.0,52.0,2
Sarjapur  Road,3 BHK,1800.0,3.0,110.0,3
Marathahalli,2 BHK,1170.0,2.0,53.0,2
Byatarayanapura,1 BHK,1300.0,1.0,200.0,1
Bannerghatta Road,2 BHK,793.0,2.0,45.0,2
Jakkur,3 BHK,1710.0,3.0,107.0,3
Kambipura,3 BHK,1082.0,2.0,57.5,3
Naganathapura,2 BHK,1001.0,2.0,33.03,2
Srinivasa Nagar,4 Bedroom,1500.0,4.0,180.0,4
Yelahanka,3 BHK,1590.0,2.0,54.0,3
Basavanagara,3 BHK,2400.0,2.0,80.0,3
Horamavu Banaswadi,3 BHK,1554.0,3.0,55.0,3
Thanisandra,2 BHK,1142.5,2.0,43.415,2
Bellandur,5 BHK,4239.0,5.0,423.0,5
Konanakunte,2 Bedroom,884.0,1.0,58.0,2
Hosa Road,2 BHK,1045.0,2.0,98.89,2
Marathahalli,2 BHK,1019.0,2.0,49.86,2
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3
Uttarahalli,3 BHK,1135.0,2.0,39.73,3
Lakshminarayana Pura,3 BHK,1680.0,3.0,150.0,3
Hebbal,4 BHK,2470.0,5.0,247.0,4
1st Phase JP Nagar,4 BHK,2825.0,4.0,250.0,4
Hosakerehalli,3 BHK,2480.0,3.0,330.0,3
5th Phase JP Nagar,9 Bedroom,1260.0,11.0,290.0,9
Ramamurthy Nagar,5 Bedroom,1800.0,4.0,187.0,5
Kasavanhalli,3 BHK,1799.0,3.0,90.0,3
Attibele,1 BHK,400.0,1.0,11.0,1
Kundalahalli,2 BHK,1047.0,2.0,82.0,2
Kaverappa Layout,2 BHK,1282.0,2.0,87.0,2
NGR Layout,2 BHK,1020.0,2.0,45.9,2
Kammanahalli,4 Bedroom,1080.0,3.0,155.0,4
Whitefield,2 BHK,1495.0,2.0,79.5,2
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4
Divya Unnathi Layout,3 BHK,1611.0,2.0,64.44,3
Koramangala,4 BHK,3500.0,5.0,425.0,4
Vasantha Vallabha Nagar,3 Bedroom,1500.0,2.0,95.0,3
Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3
Yelahanka,4 Bedroom,3206.0,5.0,270.0,4
